ZIP,num_sch,num_work,num_personal,num_pickdrop,num_discret,num_shop,num_home,num_em,num_m,num_aft,num_evn,num_walk,num_bike,num_taxi,num_local_bus,num_inter_rail,num_intra_rail,num_auto,num_other
93265,0,2,2,0,4,2,1,0,16,13,14,0,10,0,0,0,0,24,0
93266,2,3,0,0,0,0,2,2,7,5,5,3,0,0,6,0,0,7,0
93267,12,6,0,3,2,0,6,2,28,27,15,2,0,0,11,0,0,45,0
93268,1,8,2,1,1,4,2,4,27,26,5,27,0,0,1,0,0,26,0
93270,0,5,0,0,2,0,1,3,5,6,3,0,0,0,0,0,0,14,0
93271,8,10,2,2,6,5,4,4,20,25,11,1,1,0,4,0,0,55,0
93272,3,8,0,3,9,0,2,7,15,23,21,0,0,0,0,0,0,63,0
93274,26,90,25,28,73,94,51,41,284,266,194,56,10,0,20,0,0,626,0
93276,0,2,1,0,2,0,1,0,4,4,2,0,0,0,0,0,0,8,0
93277,41,70,26,48,125,185,65,45,332,356,304,64,24,0,11,0,0,875,0
93280,14,25,4,5,24,10,14,15,60,110,44,31,2,0,7,0,0,174,0
93283,0,3,0,0,3,1,3,1,12,12,12,4,0,0,0,0,0,26,0
93285,0,2,0,0,3,0,1,0,3,5,1,0,0,0,0,0,0,10,0
93286,12,2,2,3,17,4,18,7,44,38,52,28,7,0,3,0,0,75,0
93290,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,3,0
93291,32,115,35,83,114,71,42,60,332,316,274,50,16,1,16,0,0,821,0
93292,15,53,14,34,45,49,60,34,174,186,165,16,12,0,3,0,0,457,0
93301,6,117,97,29,107,37,21,23,375,309,159,230,14,0,181,1,0,446,1
93303,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
93304,37,43,15,51,59,115,71,49,400,351,252,319,11,0,182,1,0,481,0
93305,48,29,18,12,80,47,41,17,255,267,180,187,25,3,99,0,0,360,0
93306,56,47,14,80,102,142,120,55,391,398,411,173,10,0,80,0,0,873,0
93307,45,79,7,36,88,46,95,47,345,229,240,193,13,0,71,0,0,532,0
93308,53,122,26,57,88,93,68,62,410,325,287,158,21,0,61,1,0,737,2
93309,41,118,42,50,139,131,97,70,385,441,335,142,20,2,41,0,0,920,0
93311,52,82,24,47,68,33,30,49,227,224,153,38,4,0,32,0,0,539,0
93312,80,17,20,46,64,118,89,53,275,335,285,31,25,0,22,0,0,799,0
93313,37,35,1,37,54,63,31,38,144,208,168,94,11,0,35,0,0,393,0
93314,16,16,5,8,31,16,22,29,88,106,99,20,4,0,9,0,0,246,0
93380,0,2,0,0,0,0,0,0,2,3,1,1,0,0,3,0,0,2,0
93385,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0
93389,0,0,0,0,0,0,4,2,2,3,2,0,0,0,0,0,0,6,0
93390,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
93401,24,217,44,38,162,108,67,53,425,428,301,113,82,0,11,0,0,913,5
93402,21,14,9,17,52,19,40,23,119,141,107,35,27,0,8,1,0,269,0
93403,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
93405,38,91,7,34,72,98,40,33,224,257,173,50,54,0,6,0,0,519,0
93407,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
93408,0,7,0,0,0,0,0,0,5,4,0,7,0,0,2,0,0,2,0
93409,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0
93410,0,1,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,4,0
93420,27,80,27,40,103,85,87,52,321,375,245,66,10,0,5,0,0,762,0
93422,23,58,18,44,100,53,56,34,250,243,203,40,23,0,6,0,0,588,0
93423,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0
93424,0,12,0,1,11,0,0,7,8,9,1,0,0,0,0,0,0,26,0
93426,0,2,6,0,8,0,3,4,12,10,11,0,0,0,0,0,0,25,0
93427,0,0,1,0,6,3,0,0,7,15,14,6,4,0,0,0,0,19,0
93428,6,17,2,1,21,11,16,13,45,40,50,7,0,0,8,1,0,113,0
93430,0,1,3,0,22,0,6,3,26,30,13,0,3,0,0,0,0,53,0
93432,2,2,0,4,3,0,5,0,16,16,11,1,0,0,0,0,0,37,0
93433,3,13,6,9,31,38,10,9,91,84,57,14,1,0,0,2,0,208,0
93434,1,5,0,2,12,0,2,0,29,7,8,2,1,0,0,0,0,31,0
93436,17,32,16,24,57,28,26,23,143,150,123,65,21,0,5,0,0,322,0
93437,0,23,2,1,1,0,2,6,21,5,1,5,1,0,0,0,0,25,0
93440,0,0,0,0,4,0,0,0,0,2,8,0,0,0,0,0,0,10,0
93441,0,3,0,0,9,0,0,0,2,8,0,0,0,0,0,0,0,11,0
93442,5,25,2,5,82,22,22,20,131,119,82,42,18,0,3,0,0,258,0
93444,5,21,5,7,47,27,48,15,91,148,100,25,6,0,7,0,0,280,0
93445,4,6,0,5,13,0,3,4,34,37,36,15,3,0,0,0,0,74,0
93446,40,144,25,59,131,130,98,88,412,362,364,77,13,0,11,0,0,994,0
93447,0,2,0,0,0,0,0,2,1,5,0,3,0,0,3,0,0,3,0
93449,0,33,15,8,70,24,26,11,107,130,80,27,2,2,6,0,0,267,0
93450,0,3,1,0,0,0,2,2,3,2,1,0,0,0,0,0,0,7,0
93451,1,9,0,0,2,2,10,1,19,18,26,5,0,0,0,0,0,46,0
93452,0,6,6,0,6,0,1,3,12,15,3,2,0,0,4,0,0,20,0
93453,0,2,1,2,0,0,5,4,9,6,17,0,0,0,1,0,0,28,0
93454,23,67,28,23,51,86,21,27,167,155,119,15,6,0,2,0,0,418,0
93455,44,56,12,29,30,43,41,41,158,205,146,23,19,0,13,0,0,435,0
93458,8,28,5,7,27,13,7,12,55,107,76,37,5,0,4,0,0,182,0
93460,5,13,1,2,36,1,5,3,44,34,47,5,0,0,3,0,0,104,0
93461,0,5,0,0,5,0,4,2,20,10,5,0,0,0,0,0,0,38,0
93463,0,10,4,1,32,15,3,5,26,42,12,2,8,0,0,0,0,75,0
93465,6,25,21,8,7,16,25,13,61,71,55,11,0,0,2,0,0,162,0
93501,0,12,0,1,3,8,1,3,36,22,19,6,1,0,4,0,0,64,1
93505,6,8,1,3,21,7,24,5,70,62,52,15,0,0,2,0,0,135,0
93510,1,10,0,2,6,0,10,9,28,52,39,7,0,0,0,1,0,101,0
93512,0,3,0,1,2,0,4,0,6,1,5,3,0,0,0,0,0,9,0
93513,3,3,1,2,20,2,13,14,50,50,33,33,1,0,6,0,0,84,0
93514,37,179,48,47,181,126,99,86,529,518,430,159,98,0,12,0,0,1122,0
93515,2,0,0,0,0,0,10,1,5,3,8,6,2,0,0,0,0,3,0
93516,0,8,1,0,3,2,2,6,10,11,6,0,2,0,0,0,0,30,0
93517,2,11,0,1,10,3,5,5,33,25,21,13,6,0,1,0,0,44,0
93518,0,5,0,0,4,0,0,0,1,8,3,0,0,0,0,0,0,12,0
93519,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2,0
93522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93523,4,39,2,5,8,4,2,19,35,31,14,2,3,0,1,0,0,85,0
93524,0,12,1,2,3,1,0,6,9,1,4,0,0,0,0,0,0,21,0
93526,2,15,0,0,0,0,3,7,10,9,4,5,0,0,2,0,0,20,0
93527,1,0,1,1,10,0,5,5,9,10,12,0,0,0,0,0,0,28,0
93528,0,0,0,0,4,2,4,1,8,4,2,0,0,0,0,0,0,12,0
93529,0,1,0,0,4,0,0,0,2,1,3,0,0,0,0,0,0,8,0
93531,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
93532,0,3,1,0,8,2,0,0,9,4,3,5,0,0,0,0,0,7,0
93534,7,55,27,19,44,70,4,9,141,136,66,29,2,2,3,4,0,313,0
93535,19,14,4,23,39,21,33,11,119,89,112,15,7,0,3,0,0,261,0
93536,41,31,4,41,76,46,56,45,194,209,159,32,9,0,4,0,0,496,0
93539,0,0,0,2,0,0,2,0,5,5,0,0,0,0,0,0,0,8,0
93541,0,8,0,1,11,0,1,0,14,11,16,2,0,0,0,0,0,38,0
93543,2,3,4,3,16,5,19,10,30,26,17,3,0,0,3,0,0,58,0
93544,0,0,0,1,1,0,1,0,2,2,1,0,0,0,0,0,0,4,0
93545,2,7,1,0,5,0,2,2,13,12,15,14,0,0,0,0,0,25,0
93546,18,63,12,21,73,19,21,24,175,162,83,50,5,0,21,0,0,330,0
93549,0,0,1,0,0,0,2,1,4,1,3,0,0,0,0,0,0,8,0
93550,21,37,25,50,41,49,41,28,142,180,110,46,2,0,8,4,0,369,1
93551,23,46,5,40,47,82,35,23,167,204,195,29,8,0,0,0,0,513,0
93552,31,7,4,25,26,32,24,30,116,159,101,73,22,0,13,0,0,234,0
93553,0,1,0,0,2,2,3,2,13,1,3,0,0,0,0,0,0,10,0
93554,0,0,0,0,12,0,0,0,20,2,0,16,0,0,0,0,0,6,0
93555,31,96,17,47,110,76,100,112,336,309,266,45,12,0,6,0,0,802,0
93556,2,0,0,0,0,0,1,0,4,5,3,0,0,0,0,0,0,8,0
93558,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0
93560,12,2,1,12,10,4,30,15,61,55,68,3,4,0,1,0,0,157,0
93561,36,36,12,33,68,34,66,41,230,214,146,55,17,0,4,0,0,453,1
93562,0,1,2,0,0,0,1,1,8,5,5,0,0,0,0,0,0,17,0
93584,0,0,0,0,0,0,2,0,3,6,8,0,0,0,0,0,0,12,0
93591,0,0,0,0,1,0,0,1,3,7,12,4,0,0,3,0,0,16,0
93599,0,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,8,0
93601,3,6,0,2,3,0,10,2,28,14,18,6,0,0,4,0,0,43,0
93602,0,7,2,3,17,4,6,7,20,28,18,4,0,0,3,0,0,49,0
93603,0,2,0,0,1,0,6,0,2,0,5,7,0,0,0,0,0,0,0
93604,0,4,0,1,7,2,2,1,7,17,7,0,2,0,2,0,0,26,0
93609,0,9,0,0,2,0,2,3,8,5,16,0,0,0,0,0,0,30,0
93610,14,26,2,11,13,5,11,17,60,78,51,28,10,0,7,0,0,141,0
93611,33,24,13,43,54,47,64,34,184,185,183,9,12,0,3,0,0,492,0
93612,19,44,16,17,58,133,33,19,170,195,168,27,16,0,6,0,0,483,0
93614,10,18,2,14,35,7,22,9,76,74,61,9,6,0,4,0,0,167,0
93615,5,1,0,7,9,0,9,1,28,18,6,22,0,0,0,0,0,32,0
93616,3,7,0,0,1,1,13,4,5,24,5,6,0,0,6,0,0,23,0
93618,10,40,1,10,31,45,18,14,123,103,93,73,0,0,11,0,0,226,0
93619,28,19,1,18,44,4,39,14,99,119,121,18,11,0,12,0,0,265,0
93620,5,7,1,17,3,4,24,19,28,34,31,11,0,0,1,0,0,87,0
93621,0,2,0,1,4,0,0,0,6,4,0,0,0,0,0,0,0,10,0
93622,11,21,8,8,8,5,14,16,46,58,38,14,2,0,7,0,0,126,0
93623,0,1,4,0,1,0,0,0,4,2,0,0,0,0,1,0,0,5,0
93625,4,13,0,6,12,1,3,6,17,19,8,6,0,0,7,0,0,40,0
93626,1,1,0,0,15,1,0,1,11,11,14,1,1,0,0,0,0,36,0
93627,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0
93628,0,2,0,0,5,1,0,0,2,5,1,0,0,0,0,0,0,8,0
93630,7,23,2,9,18,11,10,9,38,80,39,12,5,0,0,0,0,141,0
93631,11,19,8,14,50,10,18,14,55,98,89,12,2,0,4,0,0,226,0
93633,0,0,0,0,12,0,0,0,9,2,1,0,0,0,0,0,0,12,0
93634,0,0,1,0,8,0,0,0,2,1,3,0,0,0,0,0,0,6,0
93635,22,58,18,45,49,39,39,27,175,204,146,42,13,0,10,0,0,431,0
93636,11,12,6,12,17,6,18,11,77,65,51,1,0,0,0,0,0,182,0
93637,54,89,9,32,78,90,55,35,260,249,176,87,6,0,26,0,0,542,0
93638,30,29,0,26,32,38,37,25,165,154,166,69,2,0,20,0,0,354,0
93640,0,1,0,0,6,2,5,0,10,9,7,2,0,0,0,0,0,21,0
93641,0,3,0,0,0,0,1,2,3,3,4,0,0,0,0,0,0,7,0
93643,0,7,1,0,6,0,19,2,30,13,24,0,0,0,0,0,0,48,0
93644,11,22,11,20,41,42,33,14,121,140,57,6,8,0,2,0,0,278,0
93645,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
93646,7,5,0,15,0,5,17,5,29,25,34,2,0,0,1,0,0,84,0
93647,4,7,0,9,10,1,10,10,65,55,63,14,5,0,1,0,0,134,0
93648,10,13,3,5,9,0,4,3,26,26,15,14,0,0,1,0,0,55,0
93650,0,7,0,0,0,19,0,3,15,6,6,1,0,0,0,0,0,30,0
93651,3,5,0,4,2,4,2,0,16,9,13,0,0,0,1,0,0,34,0
93652,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,5,0
93653,0,5,0,0,0,0,3,3,8,10,18,3,0,0,0,0,0,27,0
93654,30,53,10,21,29,11,34,21,106,112,87,26,4,0,11,1,0,257,0
93656,6,2,0,6,2,0,1,4,22,6,7,14,0,0,3,0,0,9,0
93657,12,27,7,5,36,37,27,10,107,99,79,37,9,0,3,0,0,218,0
93660,0,9,1,0,2,0,0,3,11,10,2,0,0,0,0,0,0,22,0
93662,25,22,8,19,38,32,35,16,115,112,106,18,5,0,5,0,0,277,0
93664,0,2,0,0,20,6,0,2,5,15,2,0,0,0,0,0,0,22,0
93666,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
93667,6,6,1,5,6,0,6,0,20,8,8,0,0,0,5,0,0,27,0
93668,0,1,1,0,0,1,3,0,6,4,2,0,0,0,0,0,0,10,0
93669,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0
93673,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
93675,3,4,0,1,5,10,17,3,47,21,19,2,0,0,0,0,0,59,0
93701,8,12,15,7,12,3,11,11,41,42,34,48,1,0,6,0,0,68,0
93702,17,14,7,3,15,10,12,3,55,53,67,12,2,0,18,0,0,122,0
93703,6,22,12,13,15,17,8,8,72,69,38,25,12,0,3,0,0,137,0
93704,30,47,13,26,33,34,21,22,154,114,81,17,17,2,9,0,0,316,0
93705,15,12,4,13,23,14,27,7,71,73,81,44,0,0,4,0,0,179,0
93706,25,88,5,17,48,12,49,27,141,125,149,33,5,0,21,0,0,350,0
93710,40,75,42,27,51,85,37,22,212,191,150,54,12,2,9,0,0,486,0
93711,11,67,12,30,54,85,31,25,173,210,166,19,6,0,4,0,0,478,0
93720,31,81,60,33,74,134,54,17,282,320,194,41,4,0,4,1,0,710,0
93721,4,63,7,16,26,11,7,16,68,56,50,39,1,0,11,3,0,141,0
93722,35,49,4,47,77,80,63,31,228,249,220,54,6,0,12,0,0,615,0
93723,6,3,0,5,15,0,9,5,22,22,26,6,0,0,3,0,0,62,0
93724,0,5,2,0,0,0,0,3,8,2,2,3,1,0,4,0,0,8,0
93725,12,33,1,9,10,2,6,19,42,49,65,16,0,0,5,0,0,141,0
93726,15,40,11,21,32,43,18,13,120,134,82,36,5,0,21,0,0,271,0
93727,36,68,14,33,57,48,60,50,203,196,187,41,9,0,10,0,0,523,2
93728,2,28,7,13,22,4,9,15,60,44,51,26,1,0,4,0,0,123,0
93729,0,0,0,0,0,0,4,1,3,6,2,0,0,0,0,0,0,12,0
93730,6,2,1,6,26,0,23,6,36,40,39,0,0,0,0,0,0,116,0
93737,4,0,1,2,1,0,4,2,11,11,16,0,1,0,0,0,0,20,0
93740,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0
93750,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0
93760,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0
93764,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
93765,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0
93780,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0
93786,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0
93888,0,9,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,9,0
93901,31,182,55,48,106,61,58,44,364,315,261,66,21,0,10,0,0,849,0
93905,23,46,9,46,34,40,41,20,229,238,161,46,10,3,8,0,0,500,3
93906,29,94,13,56,84,101,58,48,314,270,283,71,11,0,22,0,0,751,0
93907,11,46,12,32,34,117,62,47,179,210,175,18,5,0,8,0,0,514,0
93908,13,54,4,17,46,4,34,34,95,100,102,22,2,0,4,0,0,270,0
93920,0,2,1,0,10,0,0,0,5,6,5,0,0,0,0,0,0,16,0
93921,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,6,0
93922,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5,0
93923,11,61,19,15,91,31,35,15,136,203,117,28,7,0,4,0,0,390,0
93924,2,12,0,2,10,2,29,4,31,32,44,7,0,0,1,0,0,92,0
93925,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0
93926,5,18,5,11,5,4,11,4,46,27,18,2,0,0,0,0,0,89,0
93927,4,9,2,4,20,9,10,6,63,61,57,12,8,0,0,0,0,124,0
93928,0,4,0,0,1,0,0,2,4,1,0,2,2,0,2,0,0,3,0
93930,15,38,8,25,29,17,14,23,131,103,92,53,9,0,4,1,0,253,0
93932,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0
93933,8,23,16,30,38,65,33,15,133,140,176,33,2,0,1,0,0,361,0
93940,38,169,82,56,174,130,51,51,451,490,359,137,16,1,11,0,0,1092,9
93943,2,15,0,0,0,0,0,1,13,4,1,1,1,0,2,0,0,16,0
93944,0,17,0,0,0,0,0,4,10,6,0,7,0,0,3,0,0,12,0
93950,2,31,17,15,71,50,33,12,139,181,139,58,4,0,1,0,0,365,0
93953,4,12,3,1,16,0,3,2,23,33,16,0,1,0,0,0,0,68,0
93955,17,62,12,27,51,95,41,19,183,250,146,48,12,0,16,0,0,499,0
93960,11,27,1,12,17,7,16,12,50,58,52,32,2,0,1,0,0,129,0
94002,32,38,8,34,39,22,27,22,116,152,125,50,2,0,3,5,0,317,0
94005,1,11,1,2,4,1,11,2,40,14,18,14,1,0,0,0,0,36,0
94010,65,104,29,56,100,50,42,33,339,314,278,168,13,2,9,3,0,700,0
94014,10,25,2,32,38,39,12,38,136,136,110,67,7,0,14,36,0,268,0
94015,10,39,25,19,34,77,33,18,165,173,143,61,3,0,3,5,0,389,0
94018,0,0,1,0,0,0,0,2,0,1,3,0,0,0,0,0,0,4,0
94019,8,30,2,6,46,24,12,19,78,106,105,26,0,2,4,0,0,250,0
94020,0,0,0,0,2,0,0,0,9,1,5,4,1,0,0,0,0,7,0
94021,0,1,0,0,8,0,0,0,0,5,7,0,0,0,0,0,0,17,0
94022,57,38,14,30,52,40,27,9,170,158,151,49,25,0,1,0,0,371,0
94024,19,13,9,22,32,19,33,5,127,98,113,27,10,0,2,0,0,259,0
94025,41,154,27,39,82,72,65,44,354,339,363,180,69,2,13,10,0,735,0
94027,30,16,17,14,26,0,11,13,70,75,37,18,8,1,7,0,0,130,0
94028,24,16,0,11,19,9,2,5,52,52,57,5,5,0,0,0,0,137,0
94030,8,35,6,21,23,32,28,27,134,123,160,30,8,0,10,50,1,310,1
94035,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
94037,0,1,1,0,2,0,0,0,6,2,5,0,0,0,0,0,0,10,0
94038,0,5,0,0,3,0,9,7,11,6,26,0,0,0,0,0,0,35,0
94040,50,68,28,28,53,116,31,20,215,256,238,68,45,0,8,1,0,549,0
94041,2,52,7,9,33,13,8,8,88,104,79,57,12,0,5,17,1,179,0
94043,20,185,5,27,56,43,14,23,210,188,172,54,39,3,15,3,2,444,0
94044,41,39,12,41,44,36,62,26,186,187,238,69,5,0,13,0,0,471,0
94060,0,1,6,0,23,1,1,5,6,10,23,0,0,0,0,0,0,44,0
94061,22,62,3,17,56,40,29,23,162,162,174,50,11,2,4,0,0,425,0
94062,54,58,17,33,49,14,34,29,213,184,175,43,10,0,3,2,0,444,0
94063,17,118,43,31,65,116,15,29,259,265,201,86,34,0,9,14,0,573,0
94064,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0
94065,7,80,6,13,15,11,5,10,69,70,72,11,4,0,1,0,0,185,0
94066,14,42,10,22,35,30,24,16,104,118,142,20,3,1,4,7,0,315,0
94070,39,101,13,62,76,71,50,48,247,282,297,127,16,1,2,6,0,669,0
94080,31,116,28,53,91,55,37,42,234,271,189,70,13,2,12,9,0,584,0
94085,6,63,6,13,21,2,2,10,74,68,43,18,7,0,1,0,0,154,0
94086,14,60,8,7,24,33,19,22,145,119,183,53,13,0,5,8,1,334,0
94087,51,29,11,54,55,62,49,23,238,280,303,47,24,0,2,0,0,670,0
94089,8,122,1,14,13,3,13,14,97,79,51,37,3,0,4,0,3,192,0
94102,5,145,23,25,82,51,10,19,235,262,229,446,20,9,54,40,24,143,0
94103,19,203,20,26,80,119,18,38,319,350,284,490,48,4,59,81,29,274,0
94104,0,182,12,8,14,12,0,30,241,181,88,355,11,1,28,88,21,38,0
94105,7,293,10,14,33,19,8,34,377,289,167,536,31,10,54,73,41,106,21
94106,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
94107,19,114,12,16,67,21,36,40,187,200,223,284,46,2,42,41,15,201,2
94108,3,55,13,11,14,38,0,3,94,86,57,145,3,3,20,1,4,59,0
94109,15,62,18,18,43,33,19,23,166,190,168,260,5,9,50,0,12,175,3
94110,38,114,17,73,77,41,48,48,294,278,374,385,90,1,35,27,2,387,0
94111,0,144,9,8,26,9,3,18,164,115,87,244,9,3,24,35,3,68,4
94112,37,59,10,47,35,8,32,18,175,159,179,165,12,1,33,16,7,249,0
94114,35,44,19,22,54,41,32,21,200,184,281,290,30,6,24,2,51,244,0
94115,26,70,35,34,39,36,19,12,185,197,158,229,6,5,52,0,2,236,0
94116,18,16,15,14,33,12,15,12,98,94,128,76,2,3,10,0,9,192,0
94117,26,64,3,29,51,39,47,25,219,176,245,240,42,4,34,1,21,254,0
94118,44,78,37,34,66,55,34,19,278,269,214,229,20,1,72,0,4,400,0
94120,0,0,0,0,0,0,0,0,5,5,5,7,1,0,2,5,0,0,0
94121,32,20,12,30,65,23,23,16,156,172,174,155,29,0,39,0,5,243,0
94122,29,28,14,57,47,34,25,16,219,178,211,184,23,0,27,3,17,308,0
94123,30,36,13,17,30,12,7,3,76,84,76,58,1,1,19,0,1,156,0
94124,5,64,10,9,11,20,6,8,73,97,61,48,3,0,8,2,8,155,0
94127,26,15,4,14,16,23,19,28,91,110,109,79,11,1,3,3,9,190,0
94128,0,41,5,58,3,0,0,34,67,47,67,14,0,6,7,12,0,132,45
94129,3,21,2,5,44,0,10,0,47,61,33,37,13,0,7,0,0,79,0
94130,0,7,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,8,0
94131,11,48,17,29,29,27,22,27,136,143,176,121,17,0,17,21,6,248,0
94132,55,59,8,26,54,49,12,13,188,126,110,116,2,0,23,1,11,264,0
94133,11,42,11,11,46,33,16,17,134,142,127,182,11,8,15,9,18,136,9
94134,14,9,2,23,19,3,12,4,62,54,78,30,2,0,10,0,2,131,2
94142,0,5,2,4,6,4,0,4,25,41,22,46,0,1,13,13,6,17,0
94143,0,5,3,0,3,0,0,2,6,4,1,1,0,0,4,0,0,8,0
94146,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
94158,0,29,1,0,11,0,2,4,22,17,12,20,7,0,1,1,1,26,0
94164,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
94203,0,0,0,0,0,0,0,0,3,0,1,2,0,0,1,0,1,0,0
94301,25,70,35,20,58,41,21,9,148,163,198,89,34,0,11,15,0,349,0
94303,48,60,12,36,88,32,32,13,201,196,190,50,33,0,5,0,0,463,0
94304,13,130,19,17,23,22,1,14,111,89,40,20,19,1,4,0,0,218,0
94305,13,63,6,21,40,4,0,5,72,77,37,40,29,0,9,2,0,118,0
94306,51,61,9,32,85,62,51,28,257,290,285,89,110,0,9,9,0,538,0
94401,15,41,26,14,56,13,21,13,135,107,161,56,6,0,3,4,0,329,0
94402,50,63,8,33,44,30,23,26,166,175,210,83,12,0,5,0,0,428,0
94403,70,73,19,67,78,98,43,32,296,296,289,150,22,0,5,14,2,663,0
94404,18,108,6,27,46,48,26,25,196,196,163,61,8,0,2,0,0,458,0
94497,0,4,0,2,0,2,0,0,3,3,1,1,0,0,0,0,0,7,0
94501,34,39,19,23,58,43,34,35,178,194,191,116,25,0,16,0,0,368,4
94502,7,17,0,5,17,2,5,14,41,42,40,5,6,0,1,1,0,99,1
94503,9,21,0,8,19,6,13,11,48,59,57,6,0,0,0,0,0,151,0
94505,9,2,1,21,3,3,17,8,50,41,66,1,0,0,1,0,0,134,0
94506,17,25,2,18,32,10,18,7,60,61,85,6,8,0,0,0,0,178,0
94507,6,4,3,6,13,9,21,5,45,52,63,2,3,0,1,0,0,143,0
94508,1,4,0,0,8,2,4,2,12,11,13,0,0,0,0,0,0,36,0
94509,26,46,15,45,56,48,29,27,141,210,159,22,8,0,0,0,0,458,0
94510,20,37,4,16,22,15,29,22,115,85,105,41,7,0,0,0,0,257,0
94511,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0
94513,42,43,12,42,78,67,31,26,215,227,201,44,8,0,3,0,0,565,0
94514,3,2,2,0,4,0,1,1,7,14,3,0,0,0,0,0,0,18,0
94515,3,11,0,2,23,2,9,5,29,27,23,23,4,0,0,0,0,51,0
94516,0,0,0,0,2,0,0,0,1,2,0,0,1,0,0,0,0,2,0
94517,5,3,0,3,8,6,13,14,26,25,47,2,0,0,0,0,0,84,0
94518,17,31,2,12,28,15,11,14,76,92,100,23,1,0,4,6,1,215,0
94519,8,17,6,12,18,5,19,10,42,58,54,2,0,0,0,4,0,135,0
94520,11,92,21,16,70,93,15,27,176,233,129,67,3,2,4,18,0,454,0
94521,26,42,4,27,46,28,25,36,134,122,152,43,3,0,5,0,0,324,0
94523,46,37,15,50,62,55,25,18,193,223,155,50,19,0,5,1,0,471,0
94525,1,4,0,2,3,0,7,2,7,12,16,0,0,0,0,0,0,34,0
94526,42,26,11,43,46,49,30,31,139,165,155,32,15,0,2,0,0,408,0
94528,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
94530,41,32,14,50,50,71,34,30,206,165,245,92,11,1,10,38,0,446,0
94531,25,19,12,13,9,26,16,19,64,58,52,10,0,0,0,0,0,162,0
94533,33,78,23,45,69,52,54,47,183,231,220,70,20,0,5,0,0,562,0
94534,30,54,5,28,29,21,40,29,115,114,156,3,1,0,0,0,0,364,0
94535,2,18,0,2,4,0,0,5,17,5,7,3,2,0,2,0,0,28,0
94536,51,37,9,58,54,10,33,33,164,184,164,49,7,0,8,16,0,436,0
94538,20,129,16,23,57,68,22,20,179,174,129,34,4,0,11,0,0,430,0
94539,16,20,2,13,15,4,15,7,63,56,58,4,5,0,0,0,0,146,0
94541,17,18,10,9,35,23,35,12,85,125,105,30,4,0,7,11,1,244,0
94542,12,3,5,2,3,0,1,0,17,9,8,3,0,0,4,0,0,26,0
94544,8,31,5,9,22,5,3,21,66,57,54,1,0,0,1,2,0,177,0
94545,18,57,9,19,18,26,12,21,95,90,55,27,0,0,5,0,0,214,0
94546,11,25,11,10,33,33,15,14,99,128,110,38,6,0,2,4,0,273,0
