ZIP,num_sch,num_work,num_personal,num_pickdrop,num_discret,num_shop,num_home,num_em,num_m,num_aft,num_evn,num_walk,num_bike,num_taxi,num_local_bus,num_inter_rail,num_intra_rail,num_auto,num_other
92117,1,14,2,9,10,21,14,15,54,42,39,15,0,0,4,0,0,107,0
92118,9,18,5,8,35,13,9,18,81,65,48,45,27,2,2,1,0,118,3
92119,8,2,0,12,8,4,19,3,35,30,33,3,2,0,5,0,0,81,0
92120,2,13,13,6,14,14,12,9,41,28,54,5,0,0,2,0,0,107,0
92121,0,105,3,6,11,4,0,9,65,50,14,3,2,1,1,0,0,141,0
92122,13,18,2,9,28,16,22,9,74,63,74,38,6,0,4,0,0,157,0
92123,8,56,12,10,17,17,11,22,68,62,47,15,0,0,2,0,0,172,0
92124,6,3,0,6,7,6,3,0,15,24,29,0,0,0,2,0,0,63,0
92126,5,26,5,6,18,22,16,8,46,61,51,6,4,0,0,0,0,148,0
92127,8,15,2,18,21,4,8,8,38,40,36,10,0,0,0,0,0,107,0
92128,13,17,6,9,35,26,5,9,76,69,49,11,0,0,1,0,0,185,0
92129,5,4,0,13,15,9,2,7,50,52,36,15,0,0,2,0,0,109,0
92130,27,20,2,19,20,6,11,6,79,54,72,21,2,0,4,0,0,159,0
92131,8,18,1,4,14,10,10,20,62,49,69,13,0,0,1,0,0,159,0
92132,0,1,2,0,2,0,0,1,3,4,0,4,1,0,0,0,0,3,2
92134,0,1,2,0,0,0,0,1,0,2,1,1,0,0,0,0,0,3,0
92136,0,9,0,0,1,2,0,1,6,2,2,0,3,0,0,0,0,9,0
92139,5,2,0,1,1,3,9,4,18,15,18,0,0,0,1,0,0,34,0
92140,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
92145,0,4,0,0,2,1,0,2,3,1,2,0,0,0,0,0,0,9,0
92147,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
92154,12,16,1,27,14,15,5,10,55,65,45,26,4,0,16,0,3,112,0
92155,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
92161,5,8,4,4,3,0,0,0,16,8,5,10,0,1,3,0,0,12,0
92173,13,6,0,14,4,2,7,5,30,45,22,18,2,0,5,0,4,81,0
92179,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
92187,0,3,0,0,0,0,0,0,2,2,0,3,0,0,1,0,0,0,0
92199,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0
92201,21,19,19,28,25,24,28,15,93,111,81,32,0,0,5,1,0,234,0
92203,9,9,0,7,9,1,4,5,18,14,22,0,0,0,1,0,0,51,0
92210,2,7,0,7,8,1,1,6,9,9,7,0,0,0,7,0,0,25,0
92211,0,16,4,3,32,30,13,9,51,65,32,0,8,0,0,0,0,144,0
92220,8,12,7,2,35,14,23,3,74,70,65,7,3,0,3,0,0,164,0
92223,2,15,0,12,21,37,6,7,51,95,44,11,1,0,1,0,0,150,0
92225,1,2,1,4,11,1,4,7,16,10,19,1,1,0,3,0,0,44,0
92227,41,97,24,50,57,52,59,88,240,211,219,63,12,5,12,0,0,603,0
92230,0,6,0,7,2,2,0,1,6,17,4,0,0,0,0,0,0,27,0
92231,36,57,11,45,59,68,82,32,274,275,183,101,0,24,14,0,0,533,0
92233,14,17,0,11,7,2,14,9,36,39,28,16,0,0,2,0,0,97,0
92234,18,16,8,21,39,17,10,24,97,112,56,36,1,0,10,0,0,212,0
92235,0,3,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,5,0
92236,17,14,0,6,10,2,19,3,52,62,72,7,0,0,14,0,0,149,0
92240,11,3,3,7,19,14,12,13,46,27,51,4,10,0,3,0,0,97,0
92241,0,1,0,0,1,0,7,5,15,7,20,4,0,0,0,0,0,33,0
92243,59,147,54,80,133,132,74,62,480,398,371,79,12,2,32,0,0,1097,0
92249,14,5,0,9,6,1,5,2,29,29,49,0,3,0,4,0,0,95,0
92250,9,13,2,13,33,3,24,24,73,73,51,16,5,0,1,0,0,160,0
92251,67,78,7,58,50,32,53,51,195,196,198,24,26,0,23,0,0,536,0
92252,0,3,0,0,7,0,1,0,9,12,1,0,0,4,0,0,0,13,0
92253,15,11,4,25,28,56,19,6,86,96,107,17,0,2,2,0,3,262,0
92254,8,3,0,4,25,1,5,6,32,18,36,35,0,0,6,0,0,41,0
92256,3,1,0,2,5,0,2,1,13,14,14,0,0,0,0,0,0,27,0
92257,0,5,0,0,3,0,2,4,4,10,6,0,0,0,0,0,0,24,0
92259,0,2,1,2,2,0,1,3,4,6,1,0,0,0,0,0,0,14,0
92260,7,26,4,10,32,39,13,16,59,77,80,8,0,0,1,0,1,211,0
92262,10,21,13,1,60,13,11,13,98,72,73,41,5,2,7,0,0,178,2
92264,3,15,5,12,48,18,6,8,54,57,56,7,0,0,0,0,0,150,0
92266,0,2,0,0,2,0,0,0,6,2,0,7,0,0,0,0,0,3,0
92270,2,18,2,4,24,7,5,6,32,32,37,9,0,0,0,0,0,91,0
92273,1,0,0,1,2,0,1,1,4,1,6,1,0,0,0,0,0,8,0
92274,21,17,0,13,16,2,5,15,53,48,56,15,0,0,25,0,0,121,0
92276,2,0,4,0,6,0,2,1,5,5,16,3,0,0,0,0,0,20,0
92277,9,4,4,9,15,0,4,8,24,21,10,0,0,0,0,0,0,65,0
92278,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
92281,3,1,0,0,0,0,8,1,6,16,1,0,0,0,3,0,0,21,0
92282,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0
92283,1,0,0,0,0,0,9,4,1,7,14,0,0,0,0,0,0,22,0
92284,5,8,3,4,1,6,1,1,28,19,18,0,0,0,0,0,0,60,0
92285,0,0,1,0,4,0,0,0,1,0,4,0,0,0,0,0,0,5,0
92301,6,12,0,14,7,1,10,7,33,33,29,4,0,0,3,0,0,77,0
92307,12,14,10,12,15,10,16,14,79,68,47,10,5,0,13,0,0,159,0
92308,6,16,1,15,17,22,22,17,61,52,48,7,0,0,0,0,0,159,0
92309,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
92310,0,12,0,0,3,2,0,4,7,6,10,12,0,0,2,0,0,11,0
92311,13,9,2,10,16,12,8,8,35,65,37,9,3,0,7,0,0,121,0
92313,7,2,2,9,9,9,19,7,38,27,51,4,0,0,2,0,0,95,0
92314,1,1,5,2,21,1,1,1,15,10,11,0,0,0,0,0,0,33,0
92315,0,1,4,1,23,9,0,2,13,16,11,0,0,0,0,0,0,42,0
92316,8,9,3,13,11,2,3,4,29,38,17,6,7,0,3,0,0,78,0
92320,2,2,1,2,6,4,3,2,10,14,12,0,0,0,0,0,0,36,0
92324,15,30,15,17,23,27,33,18,105,105,106,17,1,0,1,0,0,275,0
92325,0,1,0,0,8,0,0,0,4,5,0,0,0,0,0,0,0,9,0
92327,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
92328,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92333,0,0,0,0,7,0,1,2,6,0,2,0,0,0,0,0,0,4,0
92335,4,37,19,16,19,37,13,26,132,137,116,38,2,0,21,2,0,306,0
92336,12,13,6,16,55,25,21,10,69,113,96,10,5,0,6,0,0,257,0
92337,9,26,1,7,25,10,12,17,32,46,45,24,2,0,0,0,0,115,0
92339,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0
92341,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
92342,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
92344,5,6,1,5,4,1,1,4,14,18,19,0,0,0,0,0,0,46,0
92345,14,16,6,8,28,16,25,13,70,79,62,0,8,0,2,0,0,184,0
92346,11,26,9,8,33,16,30,22,103,91,173,47,1,0,18,1,0,284,0
92347,2,2,5,0,4,0,0,0,3,8,1,0,0,0,2,0,0,12,0
92352,0,1,0,0,9,4,2,0,8,1,4,0,0,0,0,0,0,13,0
92354,6,40,12,16,13,5,2,5,53,38,23,1,0,0,0,1,0,114,0
92356,0,0,0,0,2,1,0,0,14,2,6,0,0,0,0,0,0,17,0
92357,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0
92358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92359,2,3,3,2,8,6,8,6,25,27,22,10,2,0,2,0,0,51,0
92363,0,6,2,0,3,1,1,3,10,10,8,0,0,0,0,0,0,28,0
92364,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92365,0,3,0,0,4,0,2,0,4,4,9,4,0,0,0,0,0,9,0
92368,1,0,0,0,0,0,0,1,2,0,1,2,0,0,1,0,0,1,0
92371,2,0,0,6,6,3,1,2,19,28,22,8,0,0,0,0,0,53,0
92372,0,1,0,0,0,0,4,0,7,7,0,0,0,0,0,0,0,10,0
92373,12,49,17,5,40,43,12,14,146,101,89,19,20,0,7,0,0,274,0
92374,31,42,6,28,33,55,35,30,139,171,107,22,7,0,0,0,0,393,0
92376,18,21,8,14,30,16,34,20,113,97,91,58,2,0,14,0,0,219,0
92377,7,6,0,0,4,3,7,4,3,10,36,0,1,0,0,0,0,52,0
92378,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
92382,0,0,0,0,4,0,0,4,3,0,0,2,0,0,0,0,0,4,0
92392,11,18,4,6,22,24,13,7,77,66,61,19,13,0,6,0,0,164,0
92394,4,7,1,11,11,4,8,5,36,37,23,5,2,0,2,0,0,84,0
92395,20,14,10,17,21,27,6,19,86,73,49,17,8,0,16,0,0,175,0
92397,0,0,1,0,4,0,2,0,5,5,7,0,0,0,0,0,0,13,0
92398,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
92399,15,10,4,19,42,18,40,18,108,105,111,16,11,0,1,0,0,267,0
92401,0,12,0,2,7,2,5,2,20,12,14,6,0,0,6,1,0,30,0
92404,17,11,14,20,32,18,20,18,102,95,79,31,2,0,10,0,0,208,0
92405,17,8,0,15,13,6,14,16,79,51,38,46,3,0,10,0,0,113,0
92407,14,18,7,15,27,24,15,6,67,72,53,10,0,0,7,0,0,177,0
92408,3,39,8,14,9,37,4,5,50,87,46,18,0,0,6,0,0,166,1
92410,18,19,2,9,9,15,15,12,66,52,45,39,0,0,15,4,0,106,0
92411,4,10,3,4,14,10,6,11,41,25,41,22,10,0,9,0,0,68,0
92415,0,13,0,0,2,0,0,0,9,8,1,2,0,0,1,0,0,17,0
92418,0,4,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,4,0
92501,2,40,24,15,35,5,12,10,87,95,78,41,6,0,9,0,0,201,0
92503,28,34,9,28,44,50,22,31,138,131,114,25,11,0,11,0,0,338,0
92504,21,27,6,20,43,21,33,30,114,99,99,42,17,0,4,0,0,267,0
92505,4,12,19,5,30,21,11,12,97,70,65,32,5,0,4,0,0,183,0
92506,36,29,16,45,27,33,33,24,120,157,145,19,4,0,1,0,0,374,0
92507,18,49,10,23,44,19,17,27,101,91,99,14,2,0,1,3,0,299,0
92508,37,7,2,20,12,12,23,12,74,88,55,13,0,0,2,0,0,189,0
92509,18,14,2,8,24,9,30,24,86,100,106,32,1,0,13,1,0,227,0
92518,0,7,2,0,3,6,0,6,2,10,6,0,0,0,0,0,0,25,0
92530,8,13,1,8,13,25,8,12,63,60,72,1,2,0,7,0,0,167,0
92532,4,0,0,2,8,18,3,1,20,24,17,0,0,0,2,0,0,54,0
92536,0,0,0,0,0,0,0,3,1,2,1,0,0,0,0,0,0,3,0
92539,3,5,0,8,9,0,3,3,21,12,3,2,0,0,0,0,0,35,0
92543,10,16,7,21,9,10,14,11,68,58,64,47,2,0,4,0,0,115,0
92544,12,15,7,20,28,9,14,5,74,90,59,9,3,0,4,0,0,183,0
92545,9,8,4,14,27,30,14,11,89,65,48,9,4,0,4,0,0,155,0
92548,0,0,0,0,0,0,2,0,5,6,1,0,0,0,0,0,0,12,0
92549,0,0,3,0,5,0,0,0,2,0,1,0,0,0,0,0,0,1,0
92551,10,4,0,7,3,6,3,4,41,28,38,4,1,0,2,0,0,92,0
92553,14,17,5,13,27,17,15,12,60,110,56,5,8,0,0,0,0,203,0
92555,15,7,0,10,6,13,10,9,37,35,23,0,1,0,0,0,0,89,0
92557,11,10,0,16,18,6,8,4,48,45,35,8,1,0,0,0,0,115,0
92561,0,0,0,0,0,0,2,2,3,5,3,0,0,0,0,0,0,8,0
92562,18,29,13,29,64,48,37,22,120,164,137,40,3,0,5,0,0,384,0
92563,3,8,6,14,14,12,15,3,44,70,70,5,0,0,6,0,0,175,0
92567,4,2,0,3,4,0,3,4,14,10,14,0,2,0,0,0,0,29,0
92570,11,6,5,20,16,3,20,3,54,46,49,15,2,0,1,0,0,132,0
92571,4,11,1,10,14,5,9,15,39,47,30,0,0,0,0,0,0,109,0
92582,0,3,0,0,2,1,6,7,19,19,11,3,0,0,0,0,0,39,0
92583,8,9,0,10,14,16,8,4,35,41,28,3,0,0,1,0,0,93,0
92584,22,11,10,11,12,17,29,12,75,65,87,1,0,0,1,0,0,201,0
92585,15,4,3,5,3,4,7,8,47,25,32,7,0,0,0,0,0,88,0
92586,2,7,14,0,19,14,10,14,52,34,34,8,0,0,2,0,0,109,0
92587,2,2,0,2,6,1,4,0,11,26,16,0,0,0,0,0,0,50,0
92589,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,7,0
92590,1,17,9,2,17,0,5,3,29,19,17,4,0,0,0,0,0,61,0
92591,12,27,8,20,16,57,25,13,128,99,92,13,8,0,4,0,0,276,0
92592,30,22,0,31,49,20,28,18,144,134,134,19,2,0,2,0,0,351,0
92593,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,7,0
92595,13,12,1,6,20,8,13,11,62,59,31,16,3,0,12,0,0,110,0
92596,5,2,0,6,4,0,3,3,21,26,5,1,0,0,1,0,0,45,0
92602,18,14,0,9,19,17,11,9,56,55,40,4,0,0,0,0,0,147,0
92603,5,7,0,1,16,0,10,3,30,34,40,9,0,0,2,0,0,77,0
92604,9,10,6,15,25,21,11,3,68,49,50,16,1,0,1,0,0,129,0
92606,4,31,4,3,26,34,10,7,62,74,62,11,6,0,0,0,0,167,0
92610,0,17,1,4,11,8,8,5,16,21,22,0,1,0,1,0,0,65,0
92612,6,54,3,8,13,17,9,11,58,53,42,10,10,0,3,0,0,136,0
92614,1,58,4,4,13,7,12,11,68,60,45,8,9,0,0,0,0,149,0
92616,0,2,0,0,0,0,0,0,2,1,1,4,0,0,0,0,0,0,0
92617,10,21,0,7,7,0,5,2,36,35,48,49,3,0,2,0,0,57,0
92618,2,104,9,17,32,32,8,13,105,82,43,10,4,0,1,1,0,236,0
92619,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0
92620,13,6,0,19,12,5,31,7,59,74,75,4,0,0,0,0,0,185,0
92624,0,1,0,1,5,6,0,0,1,8,7,0,1,0,0,0,0,16,0
92625,1,13,1,0,17,4,9,1,29,22,25,7,0,0,0,0,0,63,0
92626,24,48,23,23,49,47,13,9,122,111,108,29,8,0,1,0,0,303,0
92627,19,16,24,11,33,24,23,7,62,105,95,21,11,0,3,0,0,218,0
92629,5,8,5,2,24,8,16,4,51,48,43,10,2,0,1,0,0,122,0
92630,8,22,4,10,19,29,24,22,96,95,123,21,4,0,3,0,0,272,0
92637,0,3,5,3,7,5,22,7,39,33,38,6,3,1,3,0,0,75,0
92646,12,12,9,29,49,25,41,12,100,127,124,10,2,0,0,0,0,314,0
92647,16,63,14,33,39,52,33,23,154,106,162,25,1,0,5,0,0,386,0
92648,9,22,12,6,40,15,14,14,65,94,77,31,6,0,4,0,0,183,0
92649,13,14,1,28,28,18,17,14,71,76,95,21,10,0,2,0,0,198,0
92651,0,23,7,5,53,5,13,14,52,51,69,31,0,2,4,0,0,130,0
92653,1,32,7,3,29,11,7,5,72,47,37,11,0,1,7,0,0,142,0
92655,1,0,0,1,2,0,2,1,6,14,3,1,0,0,1,0,0,16,0
92656,25,27,9,21,31,16,16,19,85,99,91,27,4,5,0,0,0,231,0
92657,0,4,0,0,14,8,0,1,18,12,7,3,0,0,1,0,0,34,0
92660,1,56,12,9,28,14,9,13,92,67,30,10,0,2,2,0,0,177,0
92661,0,2,0,0,9,0,2,2,13,14,8,6,5,0,0,0,0,19,0
92662,0,0,0,0,13,4,0,0,7,11,0,16,0,0,0,0,0,0,0
92663,3,23,5,0,13,9,4,3,39,38,17,11,5,0,2,0,0,75,0
92672,4,10,3,9,27,7,9,8,38,54,31,19,3,0,0,0,0,100,0
92673,1,6,3,5,15,7,11,8,41,32,51,1,1,0,0,0,0,104,0
92675,13,19,6,7,13,8,19,14,66,71,59,8,10,1,0,1,0,157,0
92677,19,29,9,10,36,26,9,9,80,101,71,16,3,0,4,1,0,217,0
92679,7,5,1,1,10,5,10,5,44,43,72,3,0,0,0,0,0,141,0
92683,7,31,9,19,31,49,29,16,111,114,114,26,5,0,3,0,0,290,0
92688,13,23,4,14,34,7,23,8,91,89,67,16,1,0,0,0,0,204,0
92691,18,21,15,17,32,25,14,17,107,134,101,30,2,0,7,0,0,302,0
92692,17,18,2,15,28,9,12,16,53,70,67,6,0,1,0,0,0,176,0
92694,3,7,0,1,3,0,1,3,13,14,16,6,0,0,0,0,0,35,0
92697,3,14,1,0,0,0,0,1,9,8,2,8,3,0,0,0,0,10,0
92701,12,11,10,5,7,10,1,8,43,27,57,35,0,0,3,4,0,83,0
92702,0,0,0,1,0,0,0,1,3,3,1,4,0,0,4,0,0,0,0
92703,6,15,4,2,9,3,7,10,35,37,21,16,5,0,6,0,0,76,0
92704,7,35,10,11,16,10,15,18,60,60,42,21,3,0,3,1,0,140,0
92705,6,48,24,12,70,26,49,19,137,134,98,22,11,0,6,1,0,314,0
92706,9,12,4,6,14,3,9,11,56,34,31,13,3,0,3,1,0,99,0
92707,7,25,2,25,20,5,17,17,74,53,53,27,0,0,12,1,0,134,6
92708,13,23,13,29,35,33,14,10,98,157,96,15,2,0,1,0,0,321,0
92780,9,42,14,28,33,18,22,27,127,82,92,28,4,0,3,3,0,250,0
92782,5,12,1,14,22,27,16,5,55,75,54,28,12,0,0,0,0,142,0
92799,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
92801,13,13,7,8,13,18,12,12,56,54,57,41,0,0,12,0,0,126,0
92802,4,71,3,11,87,14,10,11,121,100,110,40,11,0,15,0,0,249,0
92804,10,15,12,6,16,15,12,10,50,54,60,16,9,0,4,0,0,130,0
92805,8,40,9,14,30,8,10,17,84,97,77,30,7,0,9,1,0,223,0
92806,9,29,7,5,21,12,12,8,62,62,43,7,1,2,12,2,0,140,0
92807,9,28,6,14,39,10,9,13,58,86,63,4,5,0,0,0,0,201,0
92808,2,5,3,4,13,9,7,5,27,34,20,0,0,0,0,0,0,78,0
92815,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
92821,6,46,6,15,36,42,16,22,86,89,94,4,2,0,4,0,0,274,0
92822,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,3,0
92823,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
92831,26,39,6,23,18,15,13,9,95,89,49,8,7,0,2,2,0,208,0
92832,6,14,3,6,27,23,7,9,42,43,44,7,0,0,2,2,0,128,0
92833,4,25,4,10,13,15,18,13,56,68,96,18,2,0,3,0,0,178,0
92835,9,40,13,10,32,5,19,28,91,78,87,18,0,0,6,2,0,219,0
92840,2,9,5,8,11,3,5,3,35,28,19,1,0,0,3,0,0,71,0
92841,0,12,1,0,11,7,2,6,25,28,25,8,0,0,5,0,0,64,0
92843,3,6,1,3,2,8,5,3,19,31,31,4,0,0,2,0,0,73,0
92844,6,5,0,4,3,4,2,2,24,26,32,1,0,0,0,0,0,75,0
92845,4,3,1,7,16,6,4,9,36,25,32,10,0,0,1,0,0,81,0
92856,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
92860,13,19,2,11,37,13,9,8,72,56,51,15,3,0,2,0,0,158,0
92861,11,0,1,19,4,1,0,3,17,22,11,8,2,0,0,0,0,44,0
92865,6,25,1,6,12,30,29,24,73,76,74,5,4,0,1,0,0,205,0
92866,2,23,3,4,26,7,0,1,35,35,22,6,2,0,0,1,0,88,0
92867,3,23,1,6,29,13,16,5,55,72,88,15,5,0,1,0,0,181,0
92868,0,60,15,0,16,13,3,14,53,56,31,6,0,0,1,0,0,150,0
92869,17,16,6,12,22,2,23,16,78,63,80,20,7,0,3,0,0,178,0
92870,19,22,5,22,41,12,34,15,91,85,112,16,7,0,0,0,0,262,1
92877,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
92879,13,22,6,21,22,15,20,25,47,68,72,11,0,0,7,1,0,172,0
92880,8,24,2,3,19,5,29,19,54,52,78,3,1,0,1,1,0,169,0
92881,23,20,4,14,16,20,9,6,76,59,50,1,0,0,0,0,0,177,0
92882,22,21,1,21,30,4,17,38,77,88,76,35,0,0,3,0,0,214,0
92883,5,3,0,8,13,11,9,5,29,41,46,5,0,0,2,0,0,106,0
92885,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,0
92886,7,2,5,11,35,14,20,4,68,96,98,16,1,0,0,0,0,231,0
92887,13,10,3,18,13,13,7,6,58,72,64,4,6,0,0,0,0,171,0
92899,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
93001,17,35,8,28,66,27,23,28,188,156,145,84,21,1,6,2,0,359,4
93003,45,97,59,29,111,165,41,38,334,355,211,56,10,2,15,0,0,805,0
93004,7,24,4,8,22,8,33,26,95,79,118,16,1,0,3,0,0,266,0
93009,0,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,0
93010,12,51,14,31,58,59,35,13,207,168,191,9,8,0,0,0,0,509,0
93012,30,57,2,21,26,5,43,17,119,125,89,10,17,0,2,0,0,276,0
93013,3,17,2,6,13,4,6,10,44,40,49,7,6,0,1,0,0,115,0
93015,4,25,1,5,18,9,3,6,49,64,58,44,3,0,6,0,0,122,0
93020,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0
93021,30,34,4,48,53,32,31,24,165,176,117,37,5,0,2,1,0,384,0
93022,0,2,0,0,3,1,7,1,6,12,14,1,0,0,2,0,0,27,0
93023,1,38,6,11,46,30,30,8,124,95,114,46,9,0,1,0,0,253,0
93030,10,46,13,22,30,18,4,22,98,80,71,14,1,1,5,4,0,233,0
93033,16,23,7,15,23,28,34,17,98,108,108,44,3,0,4,0,0,261,0
93035,3,28,1,13,28,7,25,9,74,90,83,18,12,0,3,0,0,183,0
93036,5,24,18,12,19,77,24,18,123,131,98,32,14,0,1,0,0,295,0
93041,5,15,6,4,14,8,14,12,29,67,53,17,6,1,2,0,0,120,0
93042,0,11,0,0,1,0,0,0,6,5,0,0,4,0,0,0,0,8,0
93043,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
93060,10,18,4,18,27,5,23,6,71,66,65,49,3,0,0,0,0,139,0
93063,23,35,9,31,63,22,42,36,149,163,164,41,4,1,2,3,1,392,0
93064,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,0
93065,50,78,20,34,63,95,43,32,223,268,229,36,5,0,2,1,0,655,0
93066,0,2,0,0,0,2,0,0,1,3,1,0,0,0,0,0,0,5,0
93067,0,0,0,0,4,0,0,0,2,3,0,0,0,0,0,0,0,5,0
93101,18,97,18,15,55,38,21,12,151,168,120,99,23,0,19,1,0,290,0
93102,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
93103,8,16,2,14,22,9,6,9,53,41,33,14,14,1,1,0,0,94,0
93105,5,51,39,14,48,40,33,21,155,176,123,63,12,1,5,0,0,351,0
93106,0,6,0,0,0,1,0,0,3,3,0,0,1,0,0,0,0,6,0
93108,0,16,1,1,24,5,12,4,33,32,34,10,1,0,0,0,0,78,0
93109,5,4,0,2,18,4,5,4,28,23,24,12,0,0,3,0,0,55,0
93110,6,11,9,0,17,2,12,6,58,44,52,15,4,0,2,0,0,117,0
93111,2,40,19,7,18,8,15,7,91,81,71,16,6,0,0,0,0,197,0
93117,17,81,4,26,62,71,40,30,192,242,170,51,25,0,14,0,0,480,4
93199,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,3,0
93201,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0
93203,12,20,0,4,2,7,1,16,53,51,23,26,2,0,7,0,0,76,0
93204,14,4,0,4,7,5,10,3,27,25,23,34,2,0,0,0,0,37,0
93205,0,0,2,0,4,0,1,0,2,3,6,0,0,0,0,0,0,11,0
93206,0,10,0,2,2,2,0,2,11,3,2,0,2,0,0,0,0,14,0
93207,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
93210,3,6,1,1,4,4,12,2,19,19,7,4,2,0,0,0,0,37,0
93212,2,29,4,4,9,9,6,8,35,45,37,13,0,0,2,0,0,104,0
93215,28,30,3,9,27,13,17,19,96,76,66,120,8,0,8,0,0,111,0
93218,0,1,0,0,0,0,1,0,1,2,5,0,0,0,0,0,0,8,0
93219,1,4,0,0,3,0,0,3,8,8,7,9,0,0,1,0,0,10,0
93221,9,36,6,3,23,8,22,14,66,70,66,12,3,0,6,0,0,172,0
93223,6,13,2,5,4,0,5,2,28,23,18,8,0,0,6,0,0,48,0
93224,0,6,0,0,1,0,2,2,1,3,4,4,0,0,0,0,0,8,0
93225,1,1,0,0,0,1,2,2,5,7,3,0,0,0,0,0,0,10,0
93226,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0
93230,41,65,26,52,105,86,54,54,334,293,242,83,6,0,32,3,0,720,0
93234,0,2,0,1,3,0,2,1,5,4,9,0,0,0,0,0,0,14,0
93235,0,5,0,1,1,0,2,3,12,7,8,11,1,0,6,0,0,13,0
93238,0,1,1,0,20,0,1,2,20,8,6,0,0,0,0,0,0,32,0
93239,2,4,0,2,2,0,0,2,9,6,7,4,0,0,0,0,0,21,0
93240,0,3,12,0,9,20,3,1,23,32,19,3,5,0,1,0,0,61,0
93241,9,10,3,4,11,5,12,3,42,39,26,31,0,0,11,0,0,48,0
93242,0,1,0,0,4,0,0,1,2,0,2,0,0,0,0,0,0,5,0
93243,0,2,1,0,0,1,0,2,3,10,2,0,0,0,0,0,0,17,0
93244,0,2,0,0,1,0,6,6,0,0,14,0,0,0,0,0,0,16,0
93245,31,34,8,23,51,21,34,21,139,132,115,24,5,0,8,0,0,325,0
93246,0,0,0,0,4,6,0,0,2,8,0,0,0,0,0,0,0,10,0
93247,3,25,3,3,28,11,6,40,83,49,58,27,0,0,4,0,0,168,0
93249,0,8,2,0,0,0,0,5,6,5,0,0,0,0,0,0,0,17,0
93250,5,19,0,5,12,0,4,5,25,23,25,19,0,0,0,0,0,58,0
93251,0,8,2,0,0,0,0,5,7,5,10,0,0,0,0,0,0,20,0
93252,0,3,0,0,2,1,0,0,5,3,1,0,0,0,1,0,0,7,0
93254,0,3,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2,0
93255,0,0,0,0,1,0,1,4,2,4,1,0,0,0,0,0,0,7,0
93256,0,6,0,0,0,0,0,1,6,18,1,2,0,0,0,0,0,23,0
93257,47,106,26,64,110,76,53,62,314,375,313,119,0,0,26,0,0,815,4
93260,0,0,4,0,2,0,1,1,1,0,5,0,0,0,0,0,0,8,0
93262,2,0,0,0,2,0,0,0,5,6,5,6,0,0,0,2,0,5,0
93263,10,8,1,8,4,11,7,16,55,29,36,17,2,0,1,0,0,93,0
